District,Station,Date,Cumsum,Rain,DATE,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,Months,Ave_Rainfall
Chennai,Nungambakkam,2020-01-01,1.4,1.4,1,1.4,19.6,0,6.9,16.4,1,77.2,183.4,320.5,7.5,304.8,680.4,JAN,19.5
Chennai,Nungambakkam,2020-01-02,2.8,1.4,2,2.8,19.6,0,7.5,17.1,1.8,79.4,185.9,323.7,10.7,320.3,697.2,FEB,16.4
Chennai,Nungambakkam,2020-01-03,3.6,0.8,3,3.6,19.7,0,7.5,17.4,2.1,83.4,189.9,326.8,17.5,334.6,710.8,MAR,5.9
Chennai,Nungambakkam,2020-01-04,4.5,0.9,4,4.5,19.8,0.2,7.6,19.5,3.2,84.6,194.6,333,22.7,349.6,722.5,APR,9.9
Chennai,Nungambakkam,2020-01-05,5.5,1,5,5.5,19.8,0.3,8,20.3,9,86.5,198,336.5,28.5,371.8,733.8,MAY,41.6
Chennai,Nungambakkam,2020-01-06,5.9,0.4,6,5.9,19.9,0.6,9.6,21.7,9.5,91.6,201.6,338.9,34.2,389.8,741.2,JUN,74.8
Chennai,Nungambakkam,2020-01-07,6.8,0.9,7,6.8,20.4,0.8,9.7,25.6,13.1,93.3,207.8,340.9,39.3,408.1,748.3,JUL,103.8
Chennai,Nungambakkam,2020-01-08,7.3,0.5,8,7.3,20.6,0.8,9.7,30.9,15,95.3,209.8,344.5,42.5,420.9,753.9,AUG,138.4
Chennai,Nungambakkam,2020-01-09,7.8,0.5,9,7.8,20.6,0.8,9.7,32.6,18.6,98.1,212.9,347.1,46.9,433.2,759.9,SEP,141.7
Chennai,Nungambakkam,2020-01-10,8.1,0.3,10,8.1,20.7,1.6,9.8,32.7,19.5,101.8,216.9,353,51.7,443.4,764.9,OCT,292.7
Chennai,Nungambakkam,2020-01-11,8.5,0.4,11,8.5,20.7,1.6,9.9,34.4,23,104.7,222.9,360.1,55.1,450.2,770.9,NOV,380.8
Chennai,Nungambakkam,2020-01-12,9.2,0.7,12,9.2,20.8,2.2,11.1,37.3,24.6,110.7,227.1,365.8,59.1,470.1,776,DEC,179.8
Chennai,Nungambakkam,2020-01-13,11.4,2.2,13,11.4,21.2,2.2,11.7,38.1,27.6,113.9,229.1,368.8,68.2,504.2,784.1,,
Chennai,Nungambakkam,2020-01-14,13,1.6,14,13,22,2.6,12.2,38.5,36.2,115.7,233.1,373.1,71.8,517.4,787.9,,
Chennai,Nungambakkam,2020-01-15,14.1,1.1,15,14.1,22.5,3.3,12.5,38.8,41.9,121,240.2,378.8,75.4,525.7,792.3,,
Chennai,Nungambakkam,2020-01-16,16,1.9,16,16,22.9,3.3,12.6,40.2,42.9,125.4,245.9,382,82.7,541.7,798.3,,
Chennai,Nungambakkam,2020-01-17,16.3,0.3,17,16.3,29.3,3.3,12.6,42.9,43.2,128.4,253,390.9,91.8,552.6,801.5,,
Chennai,Nungambakkam,2020-01-18,17,0.7,18,17,29.5,3.5,12.8,44.9,45.5,130.4,259.5,394.7,110,561.5,804.4,,
Chennai,Nungambakkam,2020-01-19,17.2,0.2,19,17.2,29.6,3.5,12.8,47.5,48,132.1,263.4,402.1,119.4,569.8,808,,
Chennai,Nungambakkam,2020-01-20,17.2,0,20,17.2,29.7,3.5,12.8,50.3,50,134.8,268.7,407.4,130,573.5,812.6,,
Chennai,Nungambakkam,2020-01-21,17.2,0,21,17.2,29.7,3.7,12.8,50.9,52.2,138.9,272.7,411,138.4,579.6,817.6,,
Chennai,Nungambakkam,2020-01-22,17.3,0.1,22,17.3,29.8,5.1,13.2,51.7,55.1,141,276.6,413.9,146.5,590,822.5,,
Chennai,Nungambakkam,2020-01-23,17.4,0.1,23,17.4,31.5,5.2,13.8,51.8,58.6,143.1,281.1,416.6,155.8,596.4,827.3,,
Chennai,Nungambakkam,2020-01-24,17.4,0,24,17.4,34.2,5.3,13.8,52.7,60.9,148.6,283.8,421.5,169.7,610.5,832.5,,
Chennai,Nungambakkam,2020-01-25,17.5,0.1,25,17.5,34.9,5.4,14.1,53.2,62.1,152.6,293.5,429.2,184.3,631.3,834.4,,
Chennai,Nungambakkam,2020-01-26,17.7,0.2,26,17.7,34.9,5.4,15.6,56,63.8,158.4,295.2,434,196.8,641.5,838.8,,
Chennai,Nungambakkam,2020-01-27,18.4,0.7,27,18.4,35.7,5.9,15.6,56.4,66.5,161.7,300.3,437.7,216.3,655.1,839.8,,
Chennai,Nungambakkam,2020-01-28,18.9,0.5,28,18.9,35.9,5.9,15.8,56.4,68.7,166.9,303.8,443.5,234.5,664.3,842.8,,
Chennai,Nungambakkam,2020-01-29,19.2,0.3,29,19.2,,5.9,15.8,56.5,72.7,172.9,306.1,451,256.2,667.3,844.7,,
Chennai,Nungambakkam,2020-01-30,19.3,0.1,30,19.3,,5.9,15.9,57.1,74.8,176.2,311.5,458.7,273,673.5,850.8,,
Chennai,Nungambakkam,2020-01-31,19.5,0.2,31,19.5,,5.9,,57.5,,178.6,316.9,,292.7,,853.3,,
Chennai,Nungambakkam,2020-02-01,19.6,0.1,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-02-02,19.6,0,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-02-03,19.7,0.1,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-02-04,19.8,0.1,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-02-05,19.8,0,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-02-06,19.9,0.1,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-02-07,20.4,0.5,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-02-08,20.6,0.2,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-02-09,20.6,0,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-02-10,20.7,0.1,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-02-11,20.7,0,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-02-12,20.8,0.1,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-02-13,21.2,0.4,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-02-14,22,0.8,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-02-15,22.5,0.5,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-02-16,22.9,0.4,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-02-17,29.3,6.4,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-02-18,29.5,0.2,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-02-19,29.6,0.1,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-02-20,29.7,0.1,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-02-21,29.7,0,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-02-22,29.8,0.1,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-02-23,31.5,1.7,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-02-24,34.2,2.7,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-02-25,34.9,0.7,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-02-26,34.9,0,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-02-27,35.7,0.8,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-02-28,35.9,0.2,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-03-01,0,0,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-03-02,0,0,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-03-03,0,0,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-03-04,0.2,0.2,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-03-05,0.3,0.1,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-03-06,0.6,0.3,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-03-07,0.8,0.2,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-03-08,0.8,0,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-03-09,0.8,0,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-03-10,1.6,0.8,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-03-11,1.6,0,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-03-12,2.2,0.6,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-03-13,2.2,0,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-03-14,2.6,0.4,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-03-15,3.3,0.7,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-03-16,3.3,0,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-03-17,3.3,0,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-03-18,3.5,0.2,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-03-19,3.5,0,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-03-20,3.5,0,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-03-21,3.7,0.2,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-03-22,5.1,1.4,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-03-23,5.2,0.1,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-03-24,5.3,0.1,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-03-25,5.4,0.1,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-03-26,5.4,0,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-03-27,5.9,0.5,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-03-28,5.9,0,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-03-29,5.9,0,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-03-30,5.9,0,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-03-31,5.9,0,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-04-01,6.9,1,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-04-02,7.5,0.6,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-04-03,7.5,0,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-04-04,7.6,0.1,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-04-05,8,0.4,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-04-06,9.6,1.6,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-04-07,9.7,0.1,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-04-08,9.7,0,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-04-09,9.7,0,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-04-10,9.8,0.1,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-04-11,9.9,0.1,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-04-12,11.1,1.2,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-04-13,11.7,0.6,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-04-14,12.2,0.5,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-04-15,12.5,0.3,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-04-16,12.6,0.1,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-04-17,12.6,0,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-04-18,12.8,0.2,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-04-19,12.8,0,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-04-20,12.8,0,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-04-21,12.8,0,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-04-22,13.2,0.4,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-04-23,13.8,0.6,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-04-24,13.8,0,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-04-25,14.1,0.3,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-04-26,15.6,1.5,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-04-27,15.6,0,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-04-28,15.8,0.2,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-04-29,15.8,0,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-04-30,15.9,0.1,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-05-01,16.4,0.5,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-05-02,17.1,0.7,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-05-03,17.4,0.3,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-05-04,19.5,2.1,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-05-05,20.3,0.8,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-05-06,21.7,1.4,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-05-07,25.6,3.9,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-05-08,30.9,5.3,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-05-09,32.6,1.7,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-05-10,32.7,0.1,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-05-11,34.4,1.7,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-05-12,37.3,2.9,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-05-13,38.1,0.8,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-05-14,38.5,0.4,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-05-15,38.8,0.3,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-05-16,40.2,1.4,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-05-17,42.9,2.7,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-05-18,44.9,2,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-05-19,47.5,2.6,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-05-20,50.3,2.8,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-05-21,50.9,0.6,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-05-22,51.7,0.8,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-05-23,51.8,0.1,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-05-24,52.7,0.9,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-05-25,53.2,0.5,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-05-26,56,2.8,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-05-27,56.4,0.4,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-05-28,56.4,0,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-05-29,56.5,0.1,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-05-30,57.1,0.6,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-05-31,57.5,0.4,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-06-01,1,1,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-06-02,1.8,0.8,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-06-03,2.1,0.3,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-06-04,3.2,1.1,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-06-05,9,5.8,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-06-06,9.5,0.5,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-06-07,13.1,3.6,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-06-08,15,1.9,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-06-09,18.6,3.6,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-06-10,19.5,0.9,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-06-11,23,3.5,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-06-12,24.6,1.6,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-06-13,27.6,3,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-06-14,36.2,8.6,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-06-15,41.9,5.7,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-06-16,42.9,1,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-06-17,43.2,0.3,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-06-18,45.5,2.3,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-06-19,48,2.5,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-06-20,50,2,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-06-21,52.2,2.2,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-06-22,55.1,2.9,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-06-23,58.6,3.5,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-06-24,60.9,2.3,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-06-25,62.1,1.2,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-06-26,63.8,1.7,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-06-27,66.5,2.7,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-06-28,68.7,2.2,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-06-29,72.7,4,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-06-30,74.8,2.1,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-07-01,77.2,2.4,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-07-02,79.4,2.2,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-07-03,83.4,4,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-07-04,84.6,1.2,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-07-05,86.5,1.9,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-07-06,91.6,5.1,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-07-07,93.3,1.7,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-07-08,95.3,2,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-07-09,98.1,2.8,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-07-10,101.8,3.7,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-07-11,104.7,2.9,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-07-12,110.7,6,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-07-13,113.9,3.2,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-07-14,115.7,1.8,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-07-15,121,5.3,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-07-16,125.4,4.4,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-07-17,128.4,3,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-07-18,130.4,2,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-07-19,132.1,1.7,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-07-20,134.8,2.7,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-07-21,138.9,4.1,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-07-22,141,2.1,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-07-23,143.1,2.1,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-07-24,148.6,5.5,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-07-25,152.6,4,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-07-26,158.4,5.8,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-07-27,161.7,3.3,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-07-28,166.9,5.2,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-07-29,172.9,6,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-07-30,176.2,3.3,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-07-31,178.6,2.4,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-08-01,183.4,4.8,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-08-02,185.9,2.5,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-08-03,189.9,4,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-08-04,194.6,4.7,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-08-05,198,3.4,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-08-06,201.6,3.6,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-08-07,207.8,6.2,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-08-08,209.8,2,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-08-09,212.9,3.1,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-08-10,216.9,4,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-08-11,222.9,6,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-08-12,227.1,4.2,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-08-13,229.1,2,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-08-14,233.1,4,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-08-15,240.2,7.1,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-08-16,245.9,5.7,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-08-17,253,7.1,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-08-18,259.5,6.5,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-08-19,263.4,3.9,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-08-20,268.7,5.3,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-08-21,272.7,4,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-08-22,276.6,3.9,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-08-23,281.1,4.5,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-08-24,283.8,2.7,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-08-25,293.5,9.7,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-08-26,295.2,1.7,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-08-27,300.3,5.1,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-08-28,303.8,3.5,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-08-29,306.1,2.3,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-08-30,311.5,5.4,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-08-31,316.9,5.4,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-09-01,320.5,3.6,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-09-02,323.7,3.2,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-09-03,326.8,3.1,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-09-04,333,6.2,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-09-05,336.5,3.5,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-09-06,338.9,2.4,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-09-07,340.9,2,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-09-08,344.5,3.6,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-09-09,347.1,2.6,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-09-10,353,5.9,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-09-11,360.1,7.1,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-09-12,365.8,5.7,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-09-13,368.8,3,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-09-14,373.1,4.3,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-09-15,378.8,5.7,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-09-16,382,3.2,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-09-17,390.9,8.9,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-09-18,394.7,3.8,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-09-19,402.1,7.4,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-09-20,407.4,5.3,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-09-21,411,3.6,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-09-22,413.9,2.9,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-09-23,416.6,2.7,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-09-24,421.5,4.9,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-09-25,429.2,7.7,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-09-26,434,4.8,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-09-27,437.7,3.7,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-09-28,443.5,5.8,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-09-29,451,7.5,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-09-30,458.7,7.7,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-10-01,7.5,7.5,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-10-02,10.7,3.2,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-10-03,17.5,6.8,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-10-04,22.7,5.2,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-10-05,28.5,5.8,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-10-06,34.2,5.7,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-10-07,39.3,5.1,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-10-08,42.5,3.2,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-10-09,46.9,4.4,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-10-10,51.7,4.8,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-10-11,55.1,3.4,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-10-12,59.1,4,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-10-13,68.2,9.1,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-10-14,71.8,3.6,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-10-15,75.4,3.6,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-10-16,82.7,7.3,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-10-17,91.8,9.1,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-10-18,110,18.2,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-10-19,119.4,9.4,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-10-20,130,10.6,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-10-21,138.4,8.4,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-10-22,146.5,8.1,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-10-23,155.8,9.3,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-10-24,169.7,13.9,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-10-25,184.3,14.6,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-10-26,196.8,12.5,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-10-27,216.3,19.5,,,,,,,,,,,,,,,
Chennai,Nungambakkam,2020-10-28,234.5,18.2,,,,,,,,,,,,,,,
