District,Station,Date,Cumsum,Rain,DATE,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,Months,Ave_Rainfall
Kanchipuram,Sriperumbudur,2020-08-23,278.4,3.3,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-08-24,282.8,4.4,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-08-25,286.2,3.4,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-08-26,289.3,3.1,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-08-27,293.1,3.8,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-08-28,294.8,1.7,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-08-29,297.6,2.8,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-08-30,300.9,3.3,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-08-31,308.5,7.6,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-09-01,311.6,3.1,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-09-02,314.7,3.1,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-09-03,317.9,3.2,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-09-04,322,4.1,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-09-05,326.3,4.3,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-09-06,330.2,3.9,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-09-07,335,4.8,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-09-08,339.5,4.5,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-09-09,345.2,5.7,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-09-10,350.5,5.3,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-09-11,355.7,5.2,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-09-12,360.8,5.1,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-09-13,365.4,4.6,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-09-14,371.9,6.5,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-09-15,378.2,6.3,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-09-16,385.8,7.6,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-09-17,393.2,7.4,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-09-18,395.7,2.5,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-09-19,402.9,7.2,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-09-20,408.6,5.7,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-09-21,411.9,3.3,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-09-22,415.5,3.6,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-09-23,416.6,1.1,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-09-24,419.6,3,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-09-25,424.5,4.9,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-09-26,428.8,4.3,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-09-27,431.1,2.3,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-09-28,435.8,4.7,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-09-29,443.4,7.6,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-09-30,453.7,10.3,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-10-01,14.3,14.3,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-10-02,16.8,2.5,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-10-03,22.8,6,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-10-04,27.4,4.6,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-10-05,31.3,3.9,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-10-06,34.3,3,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-10-07,38,3.7,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-10-08,44.7,6.7,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-10-09,48.9,4.2,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-10-10,52.4,3.5,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-10-11,55.6,3.2,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-10-12,58.5,2.9,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-10-13,62.5,4,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-10-14,68,5.5,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-10-15,69.6,1.6,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-10-16,76.1,6.5,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-10-17,88,11.9,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-10-18,93.1,5.1,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-10-19,99.4,6.3,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-10-20,107.2,7.8,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-10-21,112.6,5.4,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-10-22,117.7,5.1,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-10-23,126.7,9,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-10-24,136.7,10,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-10-25,145.9,9.2,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-10-26,155.3,9.4,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-10-27,171.9,16.6,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-10-28,183.8,11.9,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-10-29,195.6,11.8,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-10-30,202.6,7,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-10-31,216.9,14.3,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-11-01,223.4,6.5,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-11-02,233.9,10.5,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-11-03,245.6,11.7,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-11-04,255.6,10,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-11-05,266.8,11.2,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-11-06,284.5,17.7,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-11-07,298,13.5,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-11-08,307.6,9.6,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-11-09,316.1,8.5,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-11-10,328.9,12.8,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-11-11,334.6,5.7,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-11-12,351.7,17.1,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-11-13,371.5,19.8,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-11-14,377.4,5.9,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-11-15,381.8,4.4,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-11-16,398.4,16.6,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-11-17,407.1,8.7,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-11-18,413,5.9,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-11-19,421.4,8.4,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-11-20,424.4,3,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-11-21,428.2,3.8,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-11-22,434.9,6.7,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-11-23,442.3,7.4,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-11-24,453.1,10.8,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-11-25,468.2,15.1,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-11-26,481.8,13.6,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-11-27,491.5,9.7,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-11-28,496.4,4.9,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-11-29,500.1,3.7,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-11-30,502.6,2.5,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-12-01,509.8,7.2,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-12-02,526.5,16.7,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-12-03,537.4,10.9,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-12-04,547.9,10.5,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-12-05,557.3,9.4,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-12-06,564.7,7.4,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-12-07,573.5,8.8,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-12-08,576.3,2.8,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-12-09,580.1,3.8,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-12-10,583.3,3.2,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-12-11,587.3,4,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-12-12,591.1,3.8,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-12-13,600.2,9.1,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-12-14,605.3,5.1,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-12-15,608.8,3.5,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-12-16,615.6,6.8,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-12-17,618.2,2.6,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-12-18,619.6,1.4,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-12-19,624.3,4.7,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-12-20,627.9,3.6,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-12-21,630.3,2.4,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-12-22,632.9,2.6,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-12-23,635.1,2.2,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-12-24,639,3.9,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-12-25,639.8,0.8,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-12-26,642.5,2.7,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-12-27,643.3,0.8,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-12-28,645.2,1.9,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-12-29,646.8,1.6,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-12-30,651.5,4.7,,,,,,,,,,,,,,,
Kanchipuram,Sriperumbudur,2020-12-31,656,4.5,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-01-01,0.6,0.6,1,0.6,7.6,0,7.5,17.2,1.4,60.8,152.4,290,9.5,182.4,429.5,JAN,7.6
Kanchipuram,Uthiramerur,2020-01-02,1,0.4,2,1,7.6,0,7.5,17.8,2.8,63.6,159.1,293.5,13.3,192.7,442.9,FEB,10.3
Kanchipuram,Uthiramerur,2020-01-03,1.1,0.1,3,1.1,7.6,0,7.5,18.4,4.5,66.7,162.2,297.6,17.3,201,454.1,MAR,7.2
Kanchipuram,Uthiramerur,2020-01-04,1.5,0.4,4,1.5,7.6,0,7.5,20.2,4.7,69.8,165.3,299.4,27.1,211.3,462.6,APR,9.4
Kanchipuram,Uthiramerur,2020-01-05,1.8,0.3,5,1.8,7.6,0.8,8,22,7.8,70.5,169.5,299.9,34.5,226.8,469,MAY,39.7
Kanchipuram,Uthiramerur,2020-01-06,1.8,0,6,1.8,8,0.9,8.7,24.6,10.7,72.1,174.3,306.1,39,238.2,478,JUN,60.2
Kanchipuram,Uthiramerur,2020-01-07,1.8,0,7,1.8,8.6,2.4,8.7,28.8,14.6,75.1,176.8,312.9,42.1,244.9,484.1,JUL,89.5
Kanchipuram,Uthiramerur,2020-01-08,3,1.2,8,3,9,2.4,8.8,33.2,15.3,77.3,180.3,316.1,46.9,252.9,489.4,AUG,134.5
Kanchipuram,Uthiramerur,2020-01-09,3.3,0.3,9,3.3,9.1,2.4,8.9,33.3,16.4,77.8,187.6,321.3,51.9,262.2,495.6,SEP,129
Kanchipuram,Uthiramerur,2020-01-10,3.3,0,10,3.3,9.6,2.4,8.9,34.7,20.9,79.9,191.1,326.9,57.2,274.1,502.7,OCT,172.6
Kanchipuram,Uthiramerur,2020-01-11,3.3,0,11,3.3,9.7,2.8,8.9,35.3,22.6,83.2,194.4,330,59.7,281.3,508.2,NOV,245.4
Kanchipuram,Uthiramerur,2020-01-12,3.4,0.1,12,3.4,10.5,3.4,8.9,38.3,24.2,86,198.5,333.5,62.5,291.6,511.1,DEC,144.5
Kanchipuram,Uthiramerur,2020-01-13,4.9,1.5,13,4.9,12.7,3.6,9.4,38.9,26.6,89.5,203.3,337.4,68.7,303.5,519.8,,
Kanchipuram,Uthiramerur,2020-01-14,6.2,1.3,14,6.2,12.8,3.9,9.8,38.9,33.8,92.8,207.9,340.5,72,314,525,,
Kanchipuram,Uthiramerur,2020-01-15,6.3,0.1,15,6.3,12.9,3.9,10,40.1,35.6,96.1,211.5,344.6,76,322.2,529.3,,
Kanchipuram,Uthiramerur,2020-01-16,6.3,0,16,6.3,13.4,3.9,10.7,41.1,37,96.6,217.2,348.5,78.2,335,533.9,,
Kanchipuram,Uthiramerur,2020-01-17,6.6,0.3,17,6.6,13.4,4.1,10.7,42.5,38,98,222,353.5,83,341.3,535.8,,
Kanchipuram,Uthiramerur,2020-01-18,6.9,0.3,18,6.9,13.4,4.5,10.7,43,38.8,102.1,228.6,355.2,87.1,344.2,536.8,,
Kanchipuram,Uthiramerur,2020-01-19,6.9,0,19,6.9,13.4,4.5,10.7,44.7,40.7,107.3,232.1,360.8,92.8,347.6,541.2,,
Kanchipuram,Uthiramerur,2020-01-20,6.9,0,20,6.9,13.4,4.5,10.7,45.8,44.5,107.6,236.6,367.4,98.8,350.1,544.5,,
Kanchipuram,Uthiramerur,2020-01-21,7.5,0.6,21,7.5,13.4,6.3,11.1,45.9,44.8,114.5,241.6,372.2,104.1,354.9,545.8,,
Kanchipuram,Uthiramerur,2020-01-22,7.5,0,22,7.5,13.4,7.1,13.5,47.2,46.4,117.1,247.6,376.5,108.4,363.3,548.5,,
Kanchipuram,Uthiramerur,2020-01-23,7.5,0,23,7.5,13.7,7.2,13.9,47.9,49.1,122.7,251.9,378.6,114,372.1,551.3,,
Kanchipuram,Uthiramerur,2020-01-24,7.5,0,24,7.5,15.6,7.2,14.1,49.3,51.3,125.5,256.1,384.6,119.6,380.1,552.8,,
Kanchipuram,Uthiramerur,2020-01-25,7.5,0,25,7.5,15.6,7.2,14.8,50.8,52.7,131.4,260.6,388.8,125,387.5,553.6,,
Kanchipuram,Uthiramerur,2020-01-26,7.5,0,26,7.5,16.1,7.2,15.7,51.4,53.1,132.4,264.1,391.4,129.4,396.9,553.6,,
Kanchipuram,Uthiramerur,2020-01-27,7.5,0,27,7.5,16.4,7.2,16.5,52.5,53.7,136.4,265.3,395.1,137.7,402.6,553.6,,
Kanchipuram,Uthiramerur,2020-01-28,7.6,0.1,28,7.6,17.9,7.2,16.5,53,54.5,140.8,267.3,399.9,147.8,407.2,554.6,,
Kanchipuram,Uthiramerur,2020-01-29,7.6,0,29,7.6,,7.2,16.6,55.1,57.8,143.5,270.8,406.1,160.3,411.8,555.1,,
Kanchipuram,Uthiramerur,2020-01-30,7.6,0,30,7.6,,7.2,16.6,56.3,60.2,146.4,272.7,413.3,166.7,418,558.1,,
Kanchipuram,Uthiramerur,2020-01-31,7.6,0,31,7.6,,7.2,,56.3,,149.7,284.2,,172.6,,562.5,,
Kanchipuram,Uthiramerur,2020-02-01,7.6,0,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-02-02,7.6,0,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-02-03,7.6,0,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-02-04,7.6,0,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-02-05,7.6,0,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-02-06,8,0.4,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-02-07,8.6,0.6,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-02-08,9,0.4,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-02-09,9.1,0.1,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-02-10,9.6,0.5,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-02-11,9.7,0.1,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-02-12,10.5,0.8,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-02-13,12.7,2.2,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-02-14,12.8,0.1,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-02-15,12.9,0.1,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-02-16,13.4,0.5,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-02-17,13.4,0,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-02-18,13.4,0,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-02-19,13.4,0,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-02-20,13.4,0,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-02-21,13.4,0,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-02-22,13.4,0,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-02-23,13.7,0.3,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-02-24,15.6,1.9,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-02-25,15.6,0,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-02-26,16.1,0.5,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-02-27,16.4,0.3,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-02-28,17.9,1.5,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-03-01,0,0,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-03-02,0,0,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-03-03,0,0,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-03-04,0,0,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-03-05,0.8,0.8,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-03-06,0.9,0.1,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-03-07,2.4,1.5,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-03-08,2.4,0,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-03-09,2.4,0,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-03-10,2.4,0,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-03-11,2.8,0.4,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-03-12,3.4,0.6,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-03-13,3.6,0.2,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-03-14,3.9,0.3,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-03-15,3.9,0,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-03-16,3.9,0,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-03-17,4.1,0.2,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-03-18,4.5,0.4,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-03-19,4.5,0,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-03-20,4.5,0,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-03-21,6.3,1.8,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-03-22,7.1,0.8,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-03-23,7.2,0.1,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-03-24,7.2,0,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-03-25,7.2,0,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-03-26,7.2,0,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-03-27,7.2,0,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-03-28,7.2,0,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-03-29,7.2,0,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-03-30,7.2,0,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-03-31,7.2,0,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-04-01,7.5,0.3,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-04-02,7.5,0,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-04-03,7.5,0,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-04-04,7.5,0,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-04-05,8,0.5,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-04-06,8.7,0.7,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-04-07,8.7,0,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-04-08,8.8,0.1,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-04-09,8.9,0.1,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-04-10,8.9,0,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-04-11,8.9,0,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-04-12,8.9,0,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-04-13,9.4,0.5,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-04-14,9.8,0.4,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-04-15,10,0.2,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-04-16,10.7,0.7,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-04-17,10.7,0,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-04-18,10.7,0,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-04-19,10.7,0,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-04-20,10.7,0,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-04-21,11.1,0.4,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-04-22,13.5,2.4,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-04-23,13.9,0.4,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-04-24,14.1,0.2,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-04-25,14.8,0.7,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-04-26,15.7,0.9,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-04-27,16.5,0.8,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-04-28,16.5,0,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-04-29,16.6,0.1,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-04-30,16.6,0,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-05-01,17.2,0.6,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-05-02,17.8,0.6,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-05-03,18.4,0.6,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-05-04,20.2,1.8,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-05-05,22,1.8,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-05-06,24.6,2.6,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-05-07,28.8,4.2,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-05-08,33.2,4.4,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-05-09,33.3,0.1,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-05-10,34.7,1.4,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-05-11,35.3,0.6,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-05-12,38.3,3,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-05-13,38.9,0.6,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-05-14,38.9,0,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-05-15,40.1,1.2,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-05-16,41.1,1,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-05-17,42.5,1.4,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-05-18,43,0.5,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-05-19,44.7,1.7,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-05-20,45.8,1.1,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-05-21,45.9,0.1,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-05-22,47.2,1.3,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-05-23,47.9,0.7,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-05-24,49.3,1.4,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-05-25,50.8,1.5,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-05-26,51.4,0.6,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-05-27,52.5,1.1,,,,,,,,,,,,,,,
Kanchipuram,Uthiramerur,2020-05-28,53,0.5,,,,,,,,,,,,,,,
