District,Station,Date,Cumsum,Rain
Coimbatore,Podanur,2020-06-17,16.6,1.2
Coimbatore,Podanur,2020-06-18,17.8,1.2
Coimbatore,Podanur,2020-06-19,18.7,0.9
Coimbatore,Podanur,2020-06-20,19,0.3
Coimbatore,Podanur,2020-06-21,19.8,0.8
Coimbatore,Podanur,2020-06-22,20.6,0.8
Coimbatore,Podanur,2020-06-23,21.8,1.2
Coimbatore,Podanur,2020-06-24,22.7,0.9
Coimbatore,Podanur,2020-06-25,23.6,0.9
Coimbatore,Podanur,2020-06-26,24.4,0.8
Coimbatore,Podanur,2020-06-27,24.9,0.5
Coimbatore,Podanur,2020-06-28,26,1.1
Coimbatore,Podanur,2020-06-29,26.7,0.7
Coimbatore,Podanur,2020-06-30,27.7,1
Coimbatore,Podanur,2020-07-01,28.6,0.9
Coimbatore,Podanur,2020-07-02,29.2,0.6
Coimbatore,Podanur,2020-07-03,29.7,0.5
Coimbatore,Podanur,2020-07-04,29.9,0.2
Coimbatore,Podanur,2020-07-05,30.2,0.3
Coimbatore,Podanur,2020-07-06,30.9,0.7
Coimbatore,Podanur,2020-07-07,34,3.1
Coimbatore,Podanur,2020-07-08,34.4,0.4
Coimbatore,Podanur,2020-07-09,35.3,0.9
Coimbatore,Podanur,2020-07-10,35.9,0.6
Coimbatore,Podanur,2020-07-11,36.2,0.3
Coimbatore,Podanur,2020-07-12,39.6,3.4
Coimbatore,Podanur,2020-07-13,40.7,1.1
Coimbatore,Podanur,2020-07-14,42.6,1.9
Coimbatore,Podanur,2020-07-15,44.8,2.2
Coimbatore,Podanur,2020-07-16,45.7,0.9
Coimbatore,Podanur,2020-07-17,48.1,2.4
Coimbatore,Podanur,2020-07-18,49.3,1.2
Coimbatore,Podanur,2020-07-19,49.7,0.4
Coimbatore,Podanur,2020-07-20,50.2,0.5
Coimbatore,Podanur,2020-07-21,51.3,1.1
Coimbatore,Podanur,2020-07-22,52.1,0.8
Coimbatore,Podanur,2020-07-23,52.7,0.6
Coimbatore,Podanur,2020-07-24,53.5,0.8
Coimbatore,Podanur,2020-07-25,54.1,0.6
Coimbatore,Podanur,2020-07-26,54.5,0.4
Coimbatore,Podanur,2020-07-27,55.1,0.6
Coimbatore,Podanur,2020-07-28,56.5,1.4
Coimbatore,Podanur,2020-07-29,56.8,0.3
Coimbatore,Podanur,2020-07-30,57.3,0.5
Coimbatore,Podanur,2020-07-31,57.4,0.1
Coimbatore,Podanur,2020-08-01,58.2,0.8
Coimbatore,Podanur,2020-08-02,58.9,0.7
Coimbatore,Podanur,2020-08-03,59.6,0.7
Coimbatore,Podanur,2020-08-04,60.7,1.1
Coimbatore,Podanur,2020-08-05,61.8,1.1
Coimbatore,Podanur,2020-08-06,62.2,0.4
Coimbatore,Podanur,2020-08-07,63,0.8
Coimbatore,Podanur,2020-08-08,63.8,0.8
Coimbatore,Podanur,2020-08-09,67,3.2
Coimbatore,Podanur,2020-08-10,67.7,0.7
Coimbatore,Podanur,2020-08-11,68.4,0.7
Coimbatore,Podanur,2020-08-12,68.5,0.1
Coimbatore,Podanur,2020-08-13,72.2,3.7
Coimbatore,Podanur,2020-08-14,72.8,0.6
Coimbatore,Podanur,2020-08-15,74.2,1.4
Coimbatore,Podanur,2020-08-16,75.6,1.4
Coimbatore,Podanur,2020-08-17,76.8,1.2
Coimbatore,Podanur,2020-08-18,78.4,1.6
Coimbatore,Podanur,2020-08-19,78.8,0.4
Coimbatore,Podanur,2020-08-20,78.9,0.1
Coimbatore,Podanur,2020-08-21,80.6,1.7
Coimbatore,Podanur,2020-08-22,81.4,0.8
Coimbatore,Podanur,2020-08-23,82.7,1.3
Coimbatore,Podanur,2020-08-24,86.1,3.4
Coimbatore,Podanur,2020-08-25,86.9,0.8
Coimbatore,Podanur,2020-08-26,87.6,0.7
Coimbatore,Podanur,2020-08-27,89.5,1.9
Coimbatore,Podanur,2020-08-28,89.7,0.2
Coimbatore,Podanur,2020-08-29,90.1,0.4
Coimbatore,Podanur,2020-08-30,90.3,0.2
Coimbatore,Podanur,2020-08-31,91.5,1.2
Coimbatore,Podanur,2020-09-01,92.4,0.9
Coimbatore,Podanur,2020-09-02,95.4,3
Coimbatore,Podanur,2020-09-03,98.1,2.7
Coimbatore,Podanur,2020-09-04,98.9,0.8
Coimbatore,Podanur,2020-09-05,100.8,1.9
Coimbatore,Podanur,2020-09-06,101.1,0.3
Coimbatore,Podanur,2020-09-07,101.5,0.4
Coimbatore,Podanur,2020-09-08,101.9,0.4
Coimbatore,Podanur,2020-09-09,102.9,1
Coimbatore,Podanur,2020-09-10,103.4,0.5
Coimbatore,Podanur,2020-09-11,104.2,0.8
Coimbatore,Podanur,2020-09-12,104.6,0.4
Coimbatore,Podanur,2020-09-13,105.2,0.6
Coimbatore,Podanur,2020-09-14,105.6,0.4
Coimbatore,Podanur,2020-09-15,106.1,0.5
Coimbatore,Podanur,2020-09-16,106.3,0.2
Coimbatore,Podanur,2020-09-17,108.4,2.1
Coimbatore,Podanur,2020-09-18,109.3,0.9
Coimbatore,Podanur,2020-09-19,110.1,0.8
Coimbatore,Podanur,2020-09-20,111.1,1
Coimbatore,Podanur,2020-09-21,111.5,0.4
Coimbatore,Podanur,2020-09-22,112,0.5
Coimbatore,Podanur,2020-09-23,114.5,2.5
Coimbatore,Podanur,2020-09-24,116.5,2
Coimbatore,Podanur,2020-09-25,118.8,2.3
Coimbatore,Podanur,2020-09-26,119.5,0.7
Coimbatore,Podanur,2020-09-27,122,2.5
Coimbatore,Podanur,2020-09-28,124.9,2.9
Coimbatore,Podanur,2020-09-29,128.4,3.5
Coimbatore,Podanur,2020-09-30,131.2,2.8
Coimbatore,Podanur,2020-10-01,3.1,3.1
Coimbatore,Podanur,2020-10-02,4.2,1.1
Coimbatore,Podanur,2020-10-03,7.7,3.5
Coimbatore,Podanur,2020-10-04,11.8,4.1
Coimbatore,Podanur,2020-10-05,13.5,1.7
Coimbatore,Podanur,2020-10-06,14,0.5
Coimbatore,Podanur,2020-10-07,15.4,1.4
Coimbatore,Podanur,2020-10-08,19.5,4.1
Coimbatore,Podanur,2020-10-09,20.2,0.7
Coimbatore,Podanur,2020-10-10,25,4.8
Coimbatore,Podanur,2020-10-11,25.8,0.8
Coimbatore,Podanur,2020-10-12,29.9,4.1
Coimbatore,Podanur,2020-10-13,34.7,4.8
Coimbatore,Podanur,2020-10-14,40.9,6.2
Coimbatore,Podanur,2020-10-15,44.4,3.5
Coimbatore,Podanur,2020-10-16,49.5,5.1
Coimbatore,Podanur,2020-10-17,54.5,5
Coimbatore,Podanur,2020-10-18,58.3,3.8
Coimbatore,Podanur,2020-10-19,61.1,2.8
Coimbatore,Podanur,2020-10-20,67.6,6.5
Coimbatore,Podanur,2020-10-21,72.4,4.8
Coimbatore,Podanur,2020-10-22,76.1,3.7
Coimbatore,Podanur,2020-10-23,82.2,6.1
Coimbatore,Podanur,2020-10-24,84.2,2
Coimbatore,Podanur,2020-10-25,87.8,3.6
Coimbatore,Podanur,2020-10-26,91.3,3.5
Coimbatore,Podanur,2020-10-27,100.7,9.4
Coimbatore,Podanur,2020-10-28,106.7,6
Coimbatore,Podanur,2020-10-29,110.5,3.8
Coimbatore,Podanur,2020-10-30,115.6,5.1
Coimbatore,Podanur,2020-10-31,120.7,5.1
Coimbatore,Podanur,2020-11-01,123.7,3
Coimbatore,Podanur,2020-11-02,130.6,6.9
Coimbatore,Podanur,2020-11-03,138.5,7.9
Coimbatore,Podanur,2020-11-04,149.1,10.6
Coimbatore,Podanur,2020-11-05,153.1,4
Coimbatore,Podanur,2020-11-06,160.8,7.7
Coimbatore,Podanur,2020-11-07,167.3,6.5
Coimbatore,Podanur,2020-11-08,173.6,6.3
Coimbatore,Podanur,2020-11-09,180.2,6.6
Coimbatore,Podanur,2020-11-10,186.6,6.4
Coimbatore,Podanur,2020-11-11,188.6,2
Coimbatore,Podanur,2020-11-12,191.6,3
Coimbatore,Podanur,2020-11-13,193.2,1.6
Coimbatore,Podanur,2020-11-14,195.6,2.4
Coimbatore,Podanur,2020-11-15,201.9,6.3
Coimbatore,Podanur,2020-11-16,203.2,1.3
Coimbatore,Podanur,2020-11-17,204.8,1.6
Coimbatore,Podanur,2020-11-18,208.7,3.9
Coimbatore,Podanur,2020-11-19,210.6,1.9
Coimbatore,Podanur,2020-11-20,211,0.4
Coimbatore,Podanur,2020-11-21,214.2,3.2
Coimbatore,Podanur,2020-11-22,215.9,1.7
Coimbatore,Podanur,2020-11-23,218.6,2.7
Coimbatore,Podanur,2020-11-24,222,3.4
Coimbatore,Podanur,2020-11-25,225.5,3.5
Coimbatore,Podanur,2020-11-26,225.9,0.4
Coimbatore,Podanur,2020-11-27,226.4,0.5
Coimbatore,Podanur,2020-11-28,227.8,1.4
Coimbatore,Podanur,2020-11-29,229.1,1.3
Coimbatore,Podanur,2020-11-30,230.7,1.6
Coimbatore,Podanur,2020-12-01,231.7,1
Coimbatore,Podanur,2020-12-02,234.3,2.6
Coimbatore,Podanur,2020-12-03,237,2.7
Coimbatore,Podanur,2020-12-04,237.6,0.6
Coimbatore,Podanur,2020-12-05,238.1,0.5
Coimbatore,Podanur,2020-12-06,238.7,0.6
Coimbatore,Podanur,2020-12-07,240.5,1.8
Coimbatore,Podanur,2020-12-08,242.6,2.1
Coimbatore,Podanur,2020-12-09,243.3,0.7
Coimbatore,Podanur,2020-12-10,244,0.7
Coimbatore,Podanur,2020-12-11,246.8,2.8
Coimbatore,Podanur,2020-12-12,247.6,0.8
Coimbatore,Podanur,2020-12-13,248.1,0.5
Coimbatore,Podanur,2020-12-14,248.7,0.6
Coimbatore,Podanur,2020-12-15,250.2,1.5
Coimbatore,Podanur,2020-12-16,252,1.8
Coimbatore,Podanur,2020-12-17,252.1,0.1
Coimbatore,Podanur,2020-12-18,252.2,0.1
Coimbatore,Podanur,2020-12-19,253.5,1.3
Coimbatore,Podanur,2020-12-20,255,1.5
Coimbatore,Podanur,2020-12-21,255.3,0.3
Coimbatore,Podanur,2020-12-22,255.7,0.4
Coimbatore,Podanur,2020-12-23,256.6,0.9
Coimbatore,Podanur,2020-12-24,257.1,0.5
Coimbatore,Podanur,2020-12-25,257.2,0.1
Coimbatore,Podanur,2020-12-26,258.2,1
Coimbatore,Podanur,2020-12-27,258.3,0.1
Coimbatore,Podanur,2020-12-28,258.6,0.3
Coimbatore,Podanur,2020-12-29,258.8,0.2
Coimbatore,Podanur,2020-12-30,259.6,0.8
Coimbatore,Podanur,2020-12-31,259.9,0.3
Coimbatore,Pollachai,2020-01-01,0,0
Coimbatore,Pollachai,2020-01-02,2,2
Coimbatore,Pollachai,2020-01-03,4.1,2.1
Coimbatore,Pollachai,2020-01-04,4.3,0.2
Coimbatore,Pollachai,2020-01-05,4.7,0.4
Coimbatore,Pollachai,2020-01-06,4.8,0.1
Coimbatore,Pollachai,2020-01-07,5.2,0.4
Coimbatore,Pollachai,2020-01-08,6.1,0.9
Coimbatore,Pollachai,2020-01-09,6.3,0.2
Coimbatore,Pollachai,2020-01-10,6.3,0
Coimbatore,Pollachai,2020-01-11,6.3,0
Coimbatore,Pollachai,2020-01-12,6.3,0
Coimbatore,Pollachai,2020-01-13,6.3,0
Coimbatore,Pollachai,2020-01-14,6.3,0
Coimbatore,Pollachai,2020-01-15,6.3,0
Coimbatore,Pollachai,2020-01-16,6.3,0
Coimbatore,Pollachai,2020-01-17,6.3,0
Coimbatore,Pollachai,2020-01-18,6.6,0.3
Coimbatore,Pollachai,2020-01-19,6.6,0
Coimbatore,Pollachai,2020-01-20,6.6,0
Coimbatore,Pollachai,2020-01-21,6.6,0
Coimbatore,Pollachai,2020-01-22,6.6,0
Coimbatore,Pollachai,2020-01-23,6.6,0
Coimbatore,Pollachai,2020-01-24,6.6,0
Coimbatore,Pollachai,2020-01-25,6.6,0
Coimbatore,Pollachai,2020-01-26,6.9,0.3
Coimbatore,Pollachai,2020-01-27,6.9,0
Coimbatore,Pollachai,2020-01-28,7,0.1
Coimbatore,Pollachai,2020-01-29,7.1,0.1
Coimbatore,Pollachai,2020-01-30,7.1,0
Coimbatore,Pollachai,2020-01-31,7.1,0
Coimbatore,Pollachai,2020-02-01,7.4,0.3
Coimbatore,Pollachai,2020-02-02,7.4,0
Coimbatore,Pollachai,2020-02-03,7.4,0
Coimbatore,Pollachai,2020-02-04,7.4,0
Coimbatore,Pollachai,2020-02-05,7.5,0.1
Coimbatore,Pollachai,2020-02-06,7.5,0
Coimbatore,Pollachai,2020-02-07,7.5,0
Coimbatore,Pollachai,2020-02-08,7.6,0.1
Coimbatore,Pollachai,2020-02-09,8,0.4
Coimbatore,Pollachai,2020-02-10,8.1,0.1
Coimbatore,Pollachai,2020-02-11,8.2,0.1
Coimbatore,Pollachai,2020-02-12,9,0.8
Coimbatore,Pollachai,2020-02-13,9.7,0.7
Coimbatore,Pollachai,2020-02-14,9.7,0
Coimbatore,Pollachai,2020-02-15,9.8,0.1
Coimbatore,Pollachai,2020-02-16,9.8,0
Coimbatore,Pollachai,2020-02-17,9.8,0
Coimbatore,Pollachai,2020-02-18,9.8,0
Coimbatore,Pollachai,2020-02-19,10.8,1
Coimbatore,Pollachai,2020-02-20,12.5,1.7
Coimbatore,Pollachai,2020-02-21,12.6,0.1
Coimbatore,Pollachai,2020-02-22,12.6,0
Coimbatore,Pollachai,2020-02-23,12.7,0.1
Coimbatore,Pollachai,2020-02-24,14.2,1.5
Coimbatore,Pollachai,2020-02-25,14.6,0.4
Coimbatore,Pollachai,2020-02-26,14.8,0.2
Coimbatore,Pollachai,2020-02-27,15,0.2
Coimbatore,Pollachai,2020-02-28,15,0
Coimbatore,Pollachai,2020-03-01,0,0
Coimbatore,Pollachai,2020-03-02,0,0
Coimbatore,Pollachai,2020-03-03,0.2,0.2
Coimbatore,Pollachai,2020-03-04,1.3,1.1
Coimbatore,Pollachai,2020-03-05,1.6,0.3
Coimbatore,Pollachai,2020-03-06,2.2,0.6
Coimbatore,Pollachai,2020-03-07,3.6,1.4
Coimbatore,Pollachai,2020-03-08,5.2,1.6
Coimbatore,Pollachai,2020-03-09,5.5,0.3
Coimbatore,Pollachai,2020-03-10,5.7,0.2
Coimbatore,Pollachai,2020-03-11,6.1,0.4
Coimbatore,Pollachai,2020-03-12,7.4,1.3
Coimbatore,Pollachai,2020-03-13,9,1.6
Coimbatore,Pollachai,2020-03-14,12.5,3.5
Coimbatore,Pollachai,2020-03-15,12.7,0.2
Coimbatore,Pollachai,2020-03-16,13.5,0.8
Coimbatore,Pollachai,2020-03-17,13.6,0.1
Coimbatore,Pollachai,2020-03-18,13.8,0.2
Coimbatore,Pollachai,2020-03-19,13.8,0
Coimbatore,Pollachai,2020-03-20,14.2,0.4
Coimbatore,Pollachai,2020-03-21,14.6,0.4
Coimbatore,Pollachai,2020-03-22,16.4,1.8
Coimbatore,Pollachai,2020-03-23,16.4,0
Coimbatore,Pollachai,2020-03-24,16.4,0
Coimbatore,Pollachai,2020-03-25,16.4,0
Coimbatore,Pollachai,2020-03-26,16.9,0.5
Coimbatore,Pollachai,2020-03-27,16.9,0
Coimbatore,Pollachai,2020-03-28,16.9,0
Coimbatore,Pollachai,2020-03-29,17.4,0.5
Coimbatore,Pollachai,2020-03-30,17.4,0
Coimbatore,Pollachai,2020-03-31,17.6,0.2
Coimbatore,Pollachai,2020-04-01,17.6,0
Coimbatore,Pollachai,2020-04-02,18.1,0.5
Coimbatore,Pollachai,2020-04-03,18.6,0.5
Coimbatore,Pollachai,2020-04-04,20.1,1.5
Coimbatore,Pollachai,2020-04-05,22.1,2
Coimbatore,Pollachai,2020-04-06,23.2,1.1
Coimbatore,Pollachai,2020-04-07,24.9,1.7
Coimbatore,Pollachai,2020-04-08,26,1.1
Coimbatore,Pollachai,2020-04-09,29,3
Coimbatore,Pollachai,2020-04-10,30.7,1.7
Coimbatore,Pollachai,2020-04-11,31.2,0.5
Coimbatore,Pollachai,2020-04-12,32.3,1.1
Coimbatore,Pollachai,2020-04-13,33.2,0.9
Coimbatore,Pollachai,2020-04-14,34.2,1
Coimbatore,Pollachai,2020-04-15,35.7,1.5
Coimbatore,Pollachai,2020-04-16,36.8,1.1
Coimbatore,Pollachai,2020-04-17,38.9,2.1
Coimbatore,Pollachai,2020-04-18,41.5,2.6
Coimbatore,Pollachai,2020-04-19,42.7,1.2
Coimbatore,Pollachai,2020-04-20,43.9,1.2
Coimbatore,Pollachai,2020-04-21,46,2.1
Coimbatore,Pollachai,2020-04-22,49,3
Coimbatore,Pollachai,2020-04-23,50.4,1.4
Coimbatore,Pollachai,2020-04-24,53.1,2.7
Coimbatore,Pollachai,2020-04-25,60.4,7.3
Coimbatore,Pollachai,2020-04-26,64.2,3.8
Coimbatore,Pollachai,2020-04-27,67.2,3
Coimbatore,Pollachai,2020-04-28,68.8,1.6
Coimbatore,Pollachai,2020-04-29,70,1.2
Coimbatore,Pollachai,2020-04-30,73,3
Coimbatore,Pollachai,2020-05-01,78.8,5.8
Coimbatore,Pollachai,2020-05-02,79.5,0.7
Coimbatore,Pollachai,2020-05-03,80.1,0.6
Coimbatore,Pollachai,2020-05-04,85.3,5.2
Coimbatore,Pollachai,2020-05-05,87,1.7
Coimbatore,Pollachai,2020-05-06,92.3,5.3
Coimbatore,Pollachai,2020-05-07,96,3.7
Coimbatore,Pollachai,2020-05-08,98.5,2.5
Coimbatore,Pollachai,2020-05-09,100.9,2.4
Coimbatore,Pollachai,2020-05-10,101.9,1
Coimbatore,Pollachai,2020-05-11,105.4,3.5
Coimbatore,Pollachai,2020-05-12,107.6,2.2
Coimbatore,Pollachai,2020-05-13,109.9,2.3
Coimbatore,Pollachai,2020-05-14,112.5,2.6
Coimbatore,Pollachai,2020-05-15,115.8,3.3
Coimbatore,Pollachai,2020-05-16,120.4,4.6
Coimbatore,Pollachai,2020-05-17,123.5,3.1
Coimbatore,Pollachai,2020-05-18,125.6,2.1
Coimbatore,Pollachai,2020-05-19,127.5,1.9
Coimbatore,Pollachai,2020-05-20,129.3,1.8
Coimbatore,Pollachai,2020-05-21,131.2,1.9
Coimbatore,Pollachai,2020-05-22,132.6,1.4
Coimbatore,Pollachai,2020-05-23,134.2,1.6
Coimbatore,Pollachai,2020-05-24,134.5,0.3
Coimbatore,Pollachai,2020-05-25,135.5,1
Coimbatore,Pollachai,2020-05-26,137.5,2
Coimbatore,Pollachai,2020-05-27,138.8,1.3
Coimbatore,Pollachai,2020-05-28,140.7,1.9
Coimbatore,Pollachai,2020-05-29,143.7,3
Coimbatore,Pollachai,2020-05-30,145.4,1.7
Coimbatore,Pollachai,2020-05-31,146.2,0.8
Coimbatore,Pollachai,2020-06-01,1,1
Coimbatore,Pollachai,2020-06-02,3.2,2.2
Coimbatore,Pollachai,2020-06-03,5.2,2
Coimbatore,Pollachai,2020-06-04,6.7,1.5
Coimbatore,Pollachai,2020-06-05,7.4,0.7
Coimbatore,Pollachai,2020-06-06,10,2.6
Coimbatore,Pollachai,2020-06-07,11.5,1.5
Coimbatore,Pollachai,2020-06-08,13.6,2.1
Coimbatore,Pollachai,2020-06-09,16,2.4
Coimbatore,Pollachai,2020-06-10,18.4,2.4
Coimbatore,Pollachai,2020-06-11,20.1,1.7
Coimbatore,Pollachai,2020-06-12,22.4,2.3
Coimbatore,Pollachai,2020-06-13,24.2,1.8
Coimbatore,Pollachai,2020-06-14,27,2.8
Coimbatore,Pollachai,2020-06-15,30.2,3.2
Coimbatore,Pollachai,2020-06-16,34.1,3.9
Coimbatore,Pollachai,2020-06-17,39.2,5.1
Coimbatore,Pollachai,2020-06-18,43.9,4.7
Coimbatore,Pollachai,2020-06-19,47.3,3.4
Coimbatore,Pollachai,2020-06-20,51.3,4
Coimbatore,Pollachai,2020-06-21,54.3,3
Coimbatore,Pollachai,2020-06-22,58.5,4.2
Coimbatore,Pollachai,2020-06-23,62.6,4.1
Coimbatore,Pollachai,2020-06-24,66.7,4.1
Coimbatore,Pollachai,2020-06-25,71.3,4.6
Coimbatore,Pollachai,2020-06-26,75.4,4.1
Coimbatore,Pollachai,2020-06-27,80.2,4.8
Coimbatore,Pollachai,2020-06-28,83.6,3.4
Coimbatore,Pollachai,2020-06-29,87.4,3.8
Coimbatore,Pollachai,2020-06-30,93.3,5.9
Coimbatore,Pollachai,2020-07-01,98.4,5.1
Coimbatore,Pollachai,2020-07-02,102.3,3.9
Coimbatore,Pollachai,2020-07-03,106.4,4.1
Coimbatore,Pollachai,2020-07-04,109.3,2.9
Coimbatore,Pollachai,2020-07-05,113.8,4.5
Coimbatore,Pollachai,2020-07-06,118.3,4.5
Coimbatore,Pollachai,2020-07-07,122.9,4.6
Coimbatore,Pollachai,2020-07-08,127.2,4.3
Coimbatore,Pollachai,2020-07-09,130.8,3.6
Coimbatore,Pollachai,2020-07-10,134.4,3.6
Coimbatore,Pollachai,2020-07-11,139.2,4.8
Coimbatore,Pollachai,2020-07-12,143.4,4.2
Coimbatore,Pollachai,2020-07-13,147.4,4
Coimbatore,Pollachai,2020-07-14,151.8,4.4
Coimbatore,Pollachai,2020-07-15,156.5,4.7
Coimbatore,Pollachai,2020-07-16,161.5,5
Coimbatore,Pollachai,2020-07-17,170,8.5
Coimbatore,Pollachai,2020-07-18,174.6,4.6
Coimbatore,Pollachai,2020-07-19,178.9,4.3
Coimbatore,Pollachai,2020-07-20,181.2,2.3
Coimbatore,Pollachai,2020-07-21,186,4.8
Coimbatore,Pollachai,2020-07-22,189.8,3.8
Coimbatore,Pollachai,2020-07-23,194.5,4.7
Coimbatore,Pollachai,2020-07-24,199.1,4.6
Coimbatore,Pollachai,2020-07-25,203,3.9
Coimbatore,Pollachai,2020-07-26,208.7,5.7
Coimbatore,Pollachai,2020-07-27,212.7,4
Coimbatore,Pollachai,2020-07-28,217.2,4.5
Coimbatore,Pollachai,2020-07-29,223.7,6.5
Coimbatore,Pollachai,2020-07-30,227.9,4.2
Coimbatore,Pollachai,2020-07-31,231.5,3.6
Coimbatore,Pollachai,2020-08-01,234.9,3.4
Coimbatore,Pollachai,2020-08-02,239.4,4.5
Coimbatore,Pollachai,2020-08-03,243.6,4.2
Coimbatore,Pollachai,2020-08-04,247.7,4.1
Coimbatore,Pollachai,2020-08-05,249.8,2.1
Coimbatore,Pollachai,2020-08-06,252.2,2.4
Coimbatore,Pollachai,2020-08-07,256.1,3.9
Coimbatore,Pollachai,2020-08-08,258.8,2.7
Coimbatore,Pollachai,2020-08-09,265.5,6.7
Coimbatore,Pollachai,2020-08-10,269.6,4.1
Coimbatore,Pollachai,2020-08-11,274.2,4.6
Coimbatore,Pollachai,2020-08-12,277.4,3.2
Coimbatore,Pollachai,2020-08-13,281.6,4.2
Coimbatore,Pollachai,2020-08-14,284.3,2.7
Coimbatore,Pollachai,2020-08-15,289.2,4.9
Coimbatore,Pollachai,2020-08-16,292.9,3.7
Coimbatore,Pollachai,2020-08-17,296.1,3.2
Coimbatore,Pollachai,2020-08-18,299,2.9
Coimbatore,Pollachai,2020-08-19,301.2,2.2
Coimbatore,Pollachai,2020-08-20,303.1,1.9
Coimbatore,Pollachai,2020-08-21,306,2.9
Coimbatore,Pollachai,2020-08-22,307.6,1.6
Coimbatore,Pollachai,2020-08-23,310,2.4
Coimbatore,Pollachai,2020-08-24,312.3,2.3
Coimbatore,Pollachai,2020-08-25,314.3,2
Coimbatore,Pollachai,2020-08-26,315.8,1.5
Coimbatore,Pollachai,2020-08-27,317,1.2
Coimbatore,Pollachai,2020-08-28,317.8,0.8
Coimbatore,Pollachai,2020-08-29,320,2.2
Coimbatore,Pollachai,2020-08-30,321.1,1.1
Coimbatore,Pollachai,2020-08-31,323.6,2.5
Coimbatore,Pollachai,2020-09-01,325.1,1.5
Coimbatore,Pollachai,2020-09-02,328.3,3.2
Coimbatore,Pollachai,2020-09-03,331,2.7
Coimbatore,Pollachai,2020-09-04,333.5,2.5
Coimbatore,Pollachai,2020-09-05,336.2,2.7
Coimbatore,Pollachai,2020-09-06,337.7,1.5
Coimbatore,Pollachai,2020-09-07,338.7,1
Coimbatore,Pollachai,2020-09-08,339.6,0.9
Coimbatore,Pollachai,2020-09-09,340.2,0.6
Coimbatore,Pollachai,2020-09-10,340.7,0.5
Coimbatore,Pollachai,2020-09-11,342.4,1.7
Coimbatore,Pollachai,2020-09-12,343.5,1.1
Coimbatore,Pollachai,2020-09-13,344.3,0.8
Coimbatore,Pollachai,2020-09-14,344.9,0.6
Coimbatore,Pollachai,2020-09-15,346.9,2
Coimbatore,Pollachai,2020-09-16,348.7,1.8
Coimbatore,Pollachai,2020-09-17,351.8,3.1
Coimbatore,Pollachai,2020-09-18,354.7,2.9
Coimbatore,Pollachai,2020-09-19,355.8,1.1
Coimbatore,Pollachai,2020-09-20,359.4,3.6
Coimbatore,Pollachai,2020-09-21,360.7,1.3
Coimbatore,Pollachai,2020-09-22,361.8,1.1
Coimbatore,Pollachai,2020-09-23,364.4,2.6
Coimbatore,Pollachai,2020-09-24,366.4,2
Coimbatore,Pollachai,2020-09-25,367.5,1.1
Coimbatore,Pollachai,2020-09-26,368.5,1
Coimbatore,Pollachai,2020-09-27,370.7,2.2
Coimbatore,Pollachai,2020-09-28,372.9,2.2
Coimbatore,Pollachai,2020-09-29,375,2.1
Coimbatore,Pollachai,2020-09-30,377.7,2.7
Coimbatore,Pollachai,2020-10-01,5.4,5.4
Coimbatore,Pollachai,2020-10-02,7.3,1.9
Coimbatore,Pollachai,2020-10-03,8.4,1.1
Coimbatore,Pollachai,2020-10-04,10.5,2.1
Coimbatore,Pollachai,2020-10-05,14.1,3.6
Coimbatore,Pollachai,2020-10-06,15.8,1.7
Coimbatore,Pollachai,2020-10-07,17.4,1.6
Coimbatore,Pollachai,2020-10-08,19.3,1.9
Coimbatore,Pollachai,2020-10-09,21,1.7
Coimbatore,Pollachai,2020-10-10,25.8,4.8
Coimbatore,Pollachai,2020-10-11,28.9,3.1
Coimbatore,Pollachai,2020-10-12,32.2,3.3
Coimbatore,Pollachai,2020-10-13,39.8,7.6
Coimbatore,Pollachai,2020-10-14,47.1,7.3
Coimbatore,Pollachai,2020-10-15,49.9,2.8
Coimbatore,Pollachai,2020-10-16,53.8,3.9
Coimbatore,Pollachai,2020-10-17,58.4,4.6
Coimbatore,Pollachai,2020-10-18,64,5.6
Coimbatore,Pollachai,2020-10-19,69.9,5.9
Coimbatore,Pollachai,2020-10-20,75.4,5.5
Coimbatore,Pollachai,2020-10-21,80.1,4.7
Coimbatore,Pollachai,2020-10-22,85.3,5.2
Coimbatore,Pollachai,2020-10-23,89.4,4.1
Coimbatore,Pollachai,2020-10-24,95.3,5.9
Coimbatore,Pollachai,2020-10-25,98.8,3.5
Coimbatore,Pollachai,2020-10-26,106.9,8.1
Coimbatore,Pollachai,2020-10-27,115.4,8.5
Coimbatore,Pollachai,2020-10-28,120.7,5.3
Coimbatore,Pollachai,2020-10-29,126.1,5.4
Coimbatore,Pollachai,2020-10-30,129.3,3.2
Coimbatore,Pollachai,2020-10-31,137.6,8.3
Coimbatore,Pollachai,2020-11-01,141.5,3.9
Coimbatore,Pollachai,2020-11-02,147,5.5
Coimbatore,Pollachai,2020-11-03,153.9,6.9
Coimbatore,Pollachai,2020-11-04,160,6.1
Coimbatore,Pollachai,2020-11-05,166.1,6.1
Coimbatore,Pollachai,2020-11-06,172.9,6.8
Coimbatore,Pollachai,2020-11-07,180.7,7.8
Coimbatore,Pollachai,2020-11-08,188.8,8.1
Coimbatore,Pollachai,2020-11-09,195.9,7.1
Coimbatore,Pollachai,2020-11-10,199.5,3.6
Coimbatore,Pollachai,2020-11-11,203.7,4.2
Coimbatore,Pollachai,2020-11-12,207.2,3.5
Coimbatore,Pollachai,2020-11-13,210.4,3.2
